Authors/Speakers,Title,datetime,type,day,date,time,start_time,end_time
"Muhammad Asim,Max Daniels,Oscar Leong,Paul Hand,Ali Ahmed",Invertible generative models for inverse problems: mitigating representation error and dataset bias,Wed Jul 15 12:00 AM -- 12:45 AM,Poster,Wed,Jul 15,Jul 15,12:00 AM,12:45 AM
"Muhammad Asim,Max Daniels,Oscar Leong,Paul Hand,Ali Ahmed",Invertible generative models for inverse problems: mitigating representation error and dataset bias,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
,Coffee Break,Wed Jul 15 12:45 AM -- 01:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,12:45 AM,01:00 AM
"Yuta Saito,Shota Yasui",Counterfactual Cross-Validation: Stable Model Selection Procedure for Causal Inference Models,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Yuta Saito,Shota Yasui",Counterfactual Cross-Validation: Stable Model Selection Procedure for Causal Inference Models,Wed Jul 15 12:00 PM -- 12:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,12:00 PM,12:45 PM
"Xiantong Zhen,Haoliang Sun,Yingjun Du,Jun Xu,Yilong Yin,Ling Shao,Cees Snoek",Learning to Learn Kernels with Variational Random Features,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Xiantong Zhen,Haoliang Sun,Yingjun Du,Jun Xu,Yilong Yin,Ling Shao,Cees Snoek",Learning to Learn Kernels with Variational Random Features,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
HaiYing Wang,Logistic Regression for Massive Data with Rare Events,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
HaiYing Wang,Logistic Regression for Massive Data with Rare Events,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Shion Takeno,Hitoshi Fukuoka,Yuhki Tsukada,Toshiyuki Koyama,Motoki Shiga,Ichiro Takeuchi,Masayuki Karasuyama",Multi-fidelity Bayesian Optimization with Max-value Entropy Search and its Parallelization,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Shion Takeno,Hitoshi Fukuoka,Yuhki Tsukada,Toshiyuki Koyama,Motoki Shiga,Ichiro Takeuchi,Masayuki Karasuyama",Multi-fidelity Bayesian Optimization with Max-value Entropy Search and its Parallelization,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Hyojin Bahng,SANGHYUK CHUN,Sangdoo Yun,Jaegul Choo,Seong Joon Oh",Learning De-biased Representations with Biased Representations,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Hyojin Bahng,SANGHYUK CHUN,Sangdoo Yun,Jaegul Choo,Seong Joon Oh",Learning De-biased Representations with Biased Representations,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Xingrui Yu,Yueming LYU,Ivor Tsang",Intrinsic Reward Driven Imitation Learning via Generative Model,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Xingrui Yu,Yueming LYU,Ivor Tsang",Intrinsic Reward Driven Imitation Learning via Generative Model,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Kei Ota,Tomoaki Oiki,Devesh Jha,Toshisada Mariyama,Daniel Nikovski",Can Increasing Input Dimensionality Improve Deep Reinforcement Learning?,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Kei Ota,Tomoaki Oiki,Devesh Jha,Toshisada Mariyama,Daniel Nikovski",Can Increasing Input Dimensionality Improve Deep Reinforcement Learning?,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Futoshi Futami,Issei Sato,Masashi Sugiyama",Accelerating the diffusion-based ensemble sampling by non-reversible dynamics,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Futoshi Futami,Issei Sato,Masashi Sugiyama",Accelerating the diffusion-based ensemble sampling by non-reversible dynamics,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Keizo Kato,Jing Zhou,Tomotake Sasaki,Akira Nakagawa",Rate-distortion optimization guided autoencoder for isometric embedding in Euclidean latent space,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Keizo Kato,Jing Zhou,Tomotake Sasaki,Akira Nakagawa",Rate-distortion optimization guided autoencoder for isometric embedding in Euclidean latent space,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Pan Zhou,Xiao-Tong Yuan","Hybrid Stochastic-Deterministic 
Minibatch Proximal Gradient: Less-Than-Single-Pass Optimization with 
Nearly Optimal Generalization",Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Pan Zhou,Xiao-Tong Yuan","Hybrid Stochastic-Deterministic 
Minibatch Proximal Gradient: Less-Than-Single-Pass Optimization with 
Nearly Optimal Generalization",Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Jingfeng Zhang,Xilie Xu,Bo Han,Gang Niu,Lizhen Cui,Masashi Sugiyama,Mohan Kankanhalli",Attacks Which Do Not Kill Training Make Adversarial Learning Stronger,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Jingfeng Zhang,Xilie Xu,Bo Han,Gang Niu,Lizhen Cui,Masashi Sugiyama,Mohan Kankanhalli",Attacks Which Do Not Kill Training Make Adversarial Learning Stronger,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Omar Montasser,Surbhi Goel,Ilias Diakonikolas,Nati Srebro",Efficiently Learning Adversarially Robust Halfspaces with Noise,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Omar Montasser,Surbhi Goel,Ilias Diakonikolas,Nati Srebro",Efficiently Learning Adversarially Robust Halfspaces with Noise,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Che Wang,Yanqiu Wu,Quan Vuong,Keith Ross",Striving for simplicity and performance in off-policy DRL: Output Normalization and Non-Uniform Sampling,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Che Wang,Yanqiu Wu,Quan Vuong,Keith Ross",Striving for simplicity and performance in off-policy DRL: Output Normalization and Non-Uniform Sampling,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Kaixuan Wei,Angelica I Aviles-Rivero,Jingwei Liang,Ying Fu,Carola-Bibiane Schönlieb,Hua Huang",Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Kaixuan Wei,Angelica I Aviles-Rivero,Jingwei Liang,Ying Fu,Carola-Bibiane Schönlieb,Hua Huang",Tuning-free Plug-and-Play Proximal Algorithm for Inverse Imaging Problems,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Zhen-Yu Zhang,Peng Zhao,Yuan Jiang,Zhi-Hua Zhou",Learning with Feature and Distribution Evolvable Streams,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Zhen-Yu Zhang,Peng Zhao,Yuan Jiang,Zhi-Hua Zhou",Learning with Feature and Distribution Evolvable Streams,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Jianing Li,Yanyan Lan,Jiafeng Guo,Xueqi Cheng",On the Relation between Quality-Diversity Evaluation and Distribution-Fitting Goal in Text Generation,Wed Jul 15 03:00 AM -- 03:45 AM,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Jianing Li,Yanyan Lan,Jiafeng Guo,Xueqi Cheng",On the Relation between Quality-Diversity Evaluation and Distribution-Fitting Goal in Text Generation,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
,Coffee Break,Wed Jul 15 03:45 AM -- 04:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,03:45 AM,04:00 AM
"Yanwei Fu,Chen Liu,Donghao Li,Xinwei Sun,Jinshan ZENG,Yuan Yao",dS^2LBI: Exploring Structural Sparsity on Deep Network via Differential Inclusion Paths,Wed Jul 15 04:00 AM -- 04:45 AM,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Yanwei Fu,Chen Liu,Donghao Li,Xinwei Sun,Jinshan ZENG,Yuan Yao",dS^2LBI: Exploring Structural Sparsity on Deep Network via Differential Inclusion Paths,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
"Yu-Ting Chou,Gang Niu,Hsuan-Tien Lin,Masashi Sugiyama",Unbiased Risk Estimators Can Mislead: A Case Study of Learning with Complementary Labels,Wed Jul 15 04:00 AM -- 04:45 AM,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Yu-Ting Chou,Gang Niu,Hsuan-Tien Lin,Masashi Sugiyama",Unbiased Risk Estimators Can Mislead: A Case Study of Learning with Complementary Labels,Wed Jul 15 01:00 PM -- 01:45 PM (CEST) ,Poster,Wed,Jul 15,Jul 15,01:00 PM,01:45 PM
,Coffee Break,Wed Jul 15 04:45 AM -- 05:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,04:45 AM,05:00 AM
,Coffee Break,Wed Jul 15 05:45 AM -- 06:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,05:45 AM,06:00 AM
,Coffee Break,Wed Jul 15 06:45 AM -- 07:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,06:45 AM,07:00 AM
,Coffee Break,Wed Jul 15 07:45 AM -- 08:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,07:45 AM,08:00 AM
,Coffee Break,Wed Jul 15 08:45 AM -- 09:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,08:45 AM,09:00 AM
,Coffee Break,Wed Jul 15 09:45 AM -- 10:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,09:45 AM,10:00 AM
,Coffee Break,Wed Jul 15 10:45 AM -- 11:00 AM (CEST) ,Break,Wed,Jul 15,Jul 15,10:45 AM,11:00 AM
,Coffee Break,Wed Jul 15 11:45 AM -- 12:00 PM (CEST) ,Break,Wed,Jul 15,Jul 15,11:45 AM,12:00 PM
,Coffee Break,Wed Jul 15 12:45 PM -- 01:00 PM (CEST) ,Break,Wed,Jul 15,Jul 15,12:45 PM,01:00 PM
,Coffee Break,Wed Jul 15 01:45 PM -- 02:00 PM (CEST) ,Break,Wed,Jul 15,Jul 15,01:45 PM,02:00 PM
"Xiyu Yu,Tongliang Liu,Mingming Gong,Kun Zhang,Kayhan Batmanghelich,Dacheng Tao",Label-Noise Robust Domain Adaptation,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Xiyu Yu,Tongliang Liu,Mingming Gong,Kun Zhang,Kayhan Batmanghelich,Dacheng Tao",Label-Noise Robust Domain Adaptation,Thu Jul 16 04:00 AM -- 04:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,04:00 AM,04:45 AM
"Romain Cosentino,Behnaam Aazhang",Learnable Group Transform For Time-Series,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Romain Cosentino,Behnaam Aazhang",Learnable Group Transform For Time-Series,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Tung-Che Liang,Zhanwei Zhong,Yaas Bigdeli,Tsung-Yi Ho,Richard Fair,Krishnendu Chakrabarty",Adaptive Droplet Routing in Digital Microfluidic Biochips Using Deep Reinforcement Learning,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Tung-Che Liang,Zhanwei Zhong,Yaas Bigdeli,Tsung-Yi Ho,Richard Fair,Krishnendu Chakrabarty",Adaptive Droplet Routing in Digital Microfluidic Biochips Using Deep Reinforcement Learning,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Bo Han,Gang Niu,Xingrui Yu,QUANMING YAO,Miao Xu,Ivor Tsang,Masashi Sugiyama",SIGUA: Forgetting May Make Learning with Noisy Labels More Robust,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Bo Han,Gang Niu,Xingrui Yu,QUANMING YAO,Miao Xu,Ivor Tsang,Masashi Sugiyama",SIGUA: Forgetting May Make Learning with Noisy Labels More Robust,Thu Jul 16 04:00 AM -- 04:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,04:00 AM,04:45 AM
"Matthew Jones,Thy Nguyen,Huy Nguyen",Fair k-Centers via Maximum Matching,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Matthew Jones,Thy Nguyen,Huy Nguyen",Fair k-Centers via Maximum Matching,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Abhiram Gnanasambandam,Stanley Chan",One Size Fits All: Can We Train One Denoiser for All Noise Levels?,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Abhiram Gnanasambandam,Stanley Chan",One Size Fits All: Can We Train One Denoiser for All Noise Levels?,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Debjani Saha,Candice Schumann,Duncan McElfresh,John P Dickerson,Michelle Mazurek,Michael Tschantz",Measuring Non-Expert Comprehension of Machine Learning Fairness Metrics,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Debjani Saha,Candice Schumann,Duncan McElfresh,John P Dickerson,Michelle Mazurek,Michael Tschantz",Measuring Non-Expert Comprehension of Machine Learning Fairness Metrics,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Yunpeng Shi,Gilad Lerman",Message Passing Least Squares: A Unified Framework for Fast and Robust Group Synchronization,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Yunpeng Shi,Gilad Lerman",Message Passing Least Squares: A Unified Framework for Fast and Robust Group Synchronization,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Mahmoud Assran,Michael Rabbat",On the Convergence of Nesterov's Accelerated Gradient Method in Stochastic Settings,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Mahmoud Assran,Michael Rabbat",On the Convergence of Nesterov's Accelerated Gradient Method in Stochastic Settings,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Zixin Zhong,Wang Chi Cheung,Vincent Tan",Best Arm Identification for Cascading Bandits in the Fixed Confidence Setting,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Zixin Zhong,Wang Chi Cheung,Vincent Tan",Best Arm Identification for Cascading Bandits in the Fixed Confidence Setting,Thu Jul 16 04:00 AM -- 04:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,04:00 AM,04:45 AM
"Reza Oftadeh,Jiayi Shen,Zhangyang Wang,Dylan Shell",Eliminating the Invariance on the Loss Landscape of Linear Autoencoders,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Reza Oftadeh,Jiayi Shen,Zhangyang Wang,Dylan Shell",Eliminating the Invariance on the Loss Landscape of Linear Autoencoders,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Benjamin Coleman,Anshumali Shrivastava,Richard Baraniuk",Sub-linear Memory Sketches for Near Neighbor Search on Streaming Data with RACE,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Benjamin Coleman,Anshumali Shrivastava,Richard Baraniuk",Sub-linear Memory Sketches for Near Neighbor Search on Streaming Data with RACE,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Raef Bassily,Albert Cheu,Shay Moran,Aleksandar Nikolov,Jonathan Ullman,Steven Wu",Private Query Release Assisted by Public Data,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Raef Bassily,Albert Cheu,Shay Moran,Aleksandar Nikolov,Jonathan Ullman,Steven Wu",Private Query Release Assisted by Public Data,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Jingzhao Zhang,Hongzhou Lin,Stefanie Jegelka,Suvrit Sra,Ali Jadbabaie",Complexity of Finding Stationary Points of Nonconvex Nonsmooth Functions,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Jingzhao Zhang,Hongzhou Lin,Stefanie Jegelka,Suvrit Sra,Ali Jadbabaie",Complexity of Finding Stationary Points of Nonconvex Nonsmooth Functions,Thu Jul 16 04:00 AM -- 04:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,04:00 AM,04:45 AM
"Dan Fu,Mayee Chen,Frederic Sala,Sarah Hooper,Kayvon  Fatahalian,Christopher Re",Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Dan Fu,Mayee Chen,Frederic Sala,Sarah Hooper,Kayvon  Fatahalian,Christopher Re",Fast and Three-rious: Speeding Up Weak Supervision with Triplet Methods,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Rishabh Agarwal,Dale Schuurmans,Mohammad Norouzi",An Optimistic Perspective on Offline Deep Reinforcement Learning,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Rishabh Agarwal,Dale Schuurmans,Mohammad Norouzi",An Optimistic Perspective on Offline Deep Reinforcement Learning,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Wengong Jin,Regina Barzilay,Tommi Jaakkola",Hierarchical Generation of Molecular Graphs using Structural Motifs,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Wengong Jin,Regina Barzilay,Tommi Jaakkola",Hierarchical Generation of Molecular Graphs using Structural Motifs,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Vincent Conitzer,Debmalya Panigrahi,Hanrui Zhang",Learning Opinions in Social Networks,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Vincent Conitzer,Debmalya Panigrahi,Hanrui Zhang",Learning Opinions in Social Networks,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Sanghack Lee,Elias Bareinboim",Causal Effect Identifiability under Partial-Observability,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Sanghack Lee,Elias Bareinboim",Causal Effect Identifiability under Partial-Observability,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Hongchang Gao,Heng Huang",Can Stochastic Zeroth-Order Frank-Wolfe Method Converge Faster for Non-Convex Problems?,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Hongchang Gao,Heng Huang",Can Stochastic Zeroth-Order Frank-Wolfe Method Converge Faster for Non-Convex Problems?,Thu Jul 16 04:00 AM -- 04:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,04:00 AM,04:45 AM
"Muni Sreenivas Pydi,Varun Jog",Adversarial Risk via Optimal Transport and Optimal Couplings,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Muni Sreenivas Pydi,Varun Jog",Adversarial Risk via Optimal Transport and Optimal Couplings,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Amanda Bower,Laura Balzano",Preference modelling with context-dependent salient features,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Amanda Bower,Laura Balzano",Preference modelling with context-dependent salient features,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Yan Leng,Xiaowen Dong,Junfeng Wu,Alex `Sandy' Pentland",Learning Quadratic Games on Networks,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Yan Leng,Xiaowen Dong,Junfeng Wu,Alex `Sandy' Pentland",Learning Quadratic Games on Networks,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Jie Xu,Yunsheng Tian,Pingchuan Ma,Daniela Rus,Shinjiro Sueda,Wojciech Matusik",Prediction-Guided Multi-Objective Reinforcement Learning for Continuous Robot Control,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Jie Xu,Yunsheng Tian,Pingchuan Ma,Daniela Rus,Shinjiro Sueda,Wojciech Matusik",Prediction-Guided Multi-Objective Reinforcement Learning for Continuous Robot Control,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Ruixiang ZHANG,Katsuhiko Ishiguro,Masanori Koyama",Learning Structured Latent Factors from Dependent Data:A Generative Model Framework from Information-Theoretic Perspective,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Ruixiang ZHANG,Katsuhiko Ishiguro,Masanori Koyama",Learning Structured Latent Factors from Dependent Data:A Generative Model Framework from Information-Theoretic Perspective,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Weidong Liu,Xiaojun Mao,Raymond K. W. Wong",Median Matrix Completion: from Embarrassment to Optimality,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Weidong Liu,Xiaojun Mao,Raymond K. W. Wong",Median Matrix Completion: from Embarrassment to Optimality,Thu Jul 16 04:00 AM -- 04:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,04:00 AM,04:45 AM
"Yi Su,Pavithra Srinath,Akshay Krishnamurthy",Adaptive Estimator Selection for Off-Policy Evaluation,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Yi Su,Pavithra Srinath,Akshay Krishnamurthy",Adaptive Estimator Selection for Off-Policy Evaluation,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Alexander Tong,Jessie Huang,Guy Wolf,David van Dijk,Smita Krishnaswamy",TrajectoryNet: A Dynamic Optimal Transport Network for Modeling Cellular Dynamics,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Alexander Tong,Jessie Huang,Guy Wolf,David van Dijk,Smita Krishnaswamy",TrajectoryNet: A Dynamic Optimal Transport Network for Modeling Cellular Dynamics,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Stephen Keeley,David Zoltowski,Jonathan Pillow,Spencer Smith,Yiyi Yu",Efficient non-conjugate Gaussian process factor models for spike countdata using polynomial approximations,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Stephen Keeley,David Zoltowski,Jonathan Pillow,Spencer Smith,Yiyi Yu",Efficient non-conjugate Gaussian process factor models for spike countdata using polynomial approximations,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Ning Xu,Yun-Peng Liu,Jun Shu,Xin Geng",Variational Label Enhancement,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Ning Xu,Yun-Peng Liu,Jun Shu,Xin Geng",Variational Label Enhancement,Thu Jul 16 05:00 AM -- 05:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,05:00 AM,05:45 AM
"Hengrui Cai,Wenbin Lu,Rui Song",On Validation and Planning of An Optimal Decision Rule with Application in Healthcare Studies,Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
"Hengrui Cai,Wenbin Lu,Rui Song",On Validation and Planning of An Optimal Decision Rule with Application in Healthcare Studies,Thu Jul 16 01:00 AM -- 01:45 AM (CEST) ,Poster,Thu,Jul 16,Jul 16,01:00 AM,01:45 AM
"Aditya Krishnan,Roi Sinoff,Robert Krauthgamer,Vladimir Braverman","Schatten Norms in Matrix Streams: Hello Sparsity, Goodbye Dimension",Wed Jul 15 02:00 PM -- 02:45 PM,Poster,Wed,Jul 15,Jul 15,02:00 PM,02:45 PM
