Authors/Speakers,Title,datetime,type,day,date,time,start_time,end_time
"Melikasadat Emami,Mojtaba Sahraee-Ardakan,Parthe Pandit,Sundeep Rangan,Alyson Fletcher",Generalization Error of Generalized Linear Models in High Dimensions,Thu Jul 16 06:00 PM -- 06:45 PM,Poster,Thu,Jul 16,Jul 16,06:00 PM,06:45 PM
"Melikasadat Emami,Mojtaba Sahraee-Ardakan,Parthe Pandit,Sundeep Rangan,Alyson Fletcher",Generalization Error of Generalized Linear Models in High Dimensions,Fri Jul 17 05:00 AM -- 05:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,05:00 AM,05:45 AM
"Andrey Voynov,Artem Babenko",Unsupervised Discovery of Interpretable Directions in the GAN Latent Space,Thu Jul 16 06:00 PM -- 06:45 PM,Poster,Thu,Jul 16,Jul 16,06:00 PM,06:45 PM
"Andrey Voynov,Artem Babenko",Unsupervised Discovery of Interpretable Directions in the GAN Latent Space,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Chaitanya Ryali,John Hopfield,Leopold Grinberg,Dmitry Krotov",Bio-Inspired Hashing for Unsupervised Similarity Search,Thu Jul 16 06:00 PM -- 06:45 PM,Poster,Thu,Jul 16,Jul 16,06:00 PM,06:45 PM
"Chaitanya Ryali,John Hopfield,Leopold Grinberg,Dmitry Krotov",Bio-Inspired Hashing for Unsupervised Similarity Search,Fri Jul 17 05:00 AM -- 05:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,05:00 AM,05:45 AM
"Sai Krishna Gottipati,Boris 
Sattarov,Sufeng Niu,Haoran Wei,Yashaswi Pathak,Shengchao Liu,
Shengchao Liu,Simon Blackburn,Karam Thomas,Connor Coley,Jian 
Tang,Sarath Chandar,Yoshua Bengio",Learning to Navigate in Synthetically Accessible Chemical Space Using Reinforcement Learning,Thu Jul 16 06:00 PM -- 06:45 PM,Poster,Thu,Jul 16,Jul 16,06:00 PM,06:45 PM
"Sai Krishna Gottipati,Boris 
Sattarov,Sufeng Niu,Haoran Wei,Yashaswi Pathak,Shengchao Liu,
Shengchao Liu,Simon Blackburn,Karam Thomas,Connor Coley,Jian 
Tang,Sarath Chandar,Yoshua Bengio",Learning to Navigate in Synthetically Accessible Chemical Space Using Reinforcement Learning,Fri Jul 17 05:00 AM -- 05:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,05:00 AM,05:45 AM
"Jingwei Xu,Harry (Huazhe) Xu,Bingbing Ni,Xiaokang Yang,Trevor Darrell",Video Prediction via Example Guidance,Thu Jul 16 06:00 PM -- 06:45 PM,Poster,Thu,Jul 16,Jul 16,06:00 PM,06:45 PM
"Jingwei Xu,Harry (Huazhe) Xu,Bingbing Ni,Xiaokang Yang,Trevor Darrell",Video Prediction via Example Guidance,Fri Jul 17 05:00 AM -- 05:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,05:00 AM,05:45 AM
"Amirata Ghorbani,Michael Kim,James Zou",A Distributional Framework For Data Valuation,Thu Jul 16 06:00 PM -- 06:45 PM,Poster,Thu,Jul 16,Jul 16,06:00 PM,06:45 PM
"Amirata Ghorbani,Michael Kim,James Zou",A Distributional Framework For Data Valuation,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
,Coffee Break,Thu Jul 16 06:45 PM -- 07:00 PM (CEST) ,Break,Thu,Jul 16,Jul 16,06:45 PM,07:00 PM
Iordanis Kerenidis,Quantum Machine Learning : Prospects and Challenges,Thu Jul 16 07:00 PM -- 09:00 PM,Invited Talk,Thu,Jul 16,Jul 16,07:00 PM,09:00 PM
Iordanis Kerenidis,Quantum Machine Learning : Prospects and Challenges,Fri Jul 17 08:00 AM -- 10:00 AM (CEST) ,Invited Talk,Fri,Jul 17,Jul 17,08:00 AM,10:00 AM
,Coffee Break,Thu Jul 16 08:45 PM -- 09:00 PM (CEST) ,Break,Thu,Jul 16,Jul 16,08:45 PM,09:00 PM
"Jean-Bastien Grill,Florent Altché,Yunhao Tang,Thomas Hubert,Michal Valko,Ioannis Antonoglou,Remi Munos",Monte-Carlo Tree Search as Regularized Policy Optimization,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Jean-Bastien Grill,Florent Altché,Yunhao Tang,Thomas Hubert,Michal Valko,Ioannis Antonoglou,Remi Munos",Monte-Carlo Tree Search as Regularized Policy Optimization,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Ahmed Alaa,Mihaela van der Schaar",Discriminative Jackknife: Quantifying Uncertainty in Deep Learning via Higher-Order Influence Functions,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Ahmed Alaa,Mihaela van der Schaar",Discriminative Jackknife: Quantifying Uncertainty in Deep Learning via Higher-Order Influence Functions,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Francesco Croce,Matthias Hein",Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Francesco Croce,Matthias Hein",Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Rui Shu,Tung Nguyen,Yinlam Chow,Tuan Pham,Khoat Than,Mohammad Ghavamzadeh,Stefano Ermon,Hung Bui",Predictive Coding for Locally-Linear Control,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Rui Shu,Tung Nguyen,Yinlam Chow,Tuan Pham,Khoat Than,Mohammad Ghavamzadeh,Stefano Ermon,Hung Bui",Predictive Coding for Locally-Linear Control,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Johannes Fischer,Ömer Sahin Tas",Information Particle Filter Tree: An Online Algorithm for POMDPs with Belief-Based Rewards on Continuous Domains,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Johannes Fischer,Ömer Sahin Tas",Information Particle Filter Tree: An Online Algorithm for POMDPs with Belief-Based Rewards on Continuous Domains,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Aleksandar Bojchevski,Johannes Klicpera,Stephan Günnemann","Efficient Robustness Certificates for Discrete Data: Sparsity-Aware Randomized Smoothing for Graphs, Images and More",Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Aleksandar Bojchevski,Johannes Klicpera,Stephan Günnemann","Efficient Robustness Certificates for Discrete Data: Sparsity-Aware Randomized Smoothing for Graphs, Images and More",Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Edith Cohen,Ofir Geri,Rasmus Pagh",Composable Sketches for  Functions of Frequencies: Beyond the Worst Case,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Edith Cohen,Ofir Geri,Rasmus Pagh",Composable Sketches for  Functions of Frequencies: Beyond the Worst Case,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
Olivier Henaff,Data-Efficient Image Recognition with Contrastive Predictive Coding,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
Olivier Henaff,Data-Efficient Image Recognition with Contrastive Predictive Coding,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Marco Cuturi,Olivier Teboul,Jonathan Niles-Weed,Jean-Philippe Vert",Supervised Quantile Normalization for Low Rank Matrix Factorization,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Marco Cuturi,Olivier Teboul,Jonathan Niles-Weed,Jean-Philippe Vert",Supervised Quantile Normalization for Low Rank Matrix Factorization,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Xuefei Zhang,Songkai Xue,Ji Zhu",A Flexible Latent Space Model for Multilayer Networks,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Xuefei Zhang,Songkai Xue,Ji Zhu",A Flexible Latent Space Model for Multilayer Networks,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Pouya M Ghari,Yanning Shen",Online Multi-Kernel Learning with Graph-Structured Feedback,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Pouya M Ghari,Yanning Shen",Online Multi-Kernel Learning with Graph-Structured Feedback,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Adeel Pervez,Taco Cohen,Efstratios Gavves",Low Bias Low Variance Gradient Estimates for Hierarchical Boolean Stochastic Networks,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Adeel Pervez,Taco Cohen,Efstratios Gavves",Low Bias Low Variance Gradient Estimates for Hierarchical Boolean Stochastic Networks,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Boris Muzellec,Julie Josse,Claire Boyer,Marco Cuturi",Missing Data Imputation using Optimal Transport,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Boris Muzellec,Julie Josse,Claire Boyer,Marco Cuturi",Missing Data Imputation using Optimal Transport,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Max Simchowitz,Dylan Foster",Naive Exploration is Optimal for Online LQR,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Max Simchowitz,Dylan Foster",Naive Exploration is Optimal for Online LQR,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Sarthak  Mittal,Alex Lamb,Anirudh Goyal,Vikram Voleti,Murray Shanahan,Guillaume Lajoie,Michael Mozer,Yoshua Bengio",Learning to Combine Top-Down and Bottom-Up Signals in Recurrent Neural Networks with Attention over Modules,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Sarthak  Mittal,Alex Lamb,Anirudh Goyal,Vikram Voleti,Murray Shanahan,Guillaume Lajoie,Michael Mozer,Yoshua Bengio",Learning to Combine Top-Down and Bottom-Up Signals in Recurrent Neural Networks with Attention over Modules,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Eric Mazumdar,Aldo Pacchiano,Yian Ma,Michael Jordan,Peter Bartlett",On Thompson Sampling with Langevin Algorithms,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Eric Mazumdar,Aldo Pacchiano,Yian Ma,Michael Jordan,Peter Bartlett",On Thompson Sampling with Langevin Algorithms,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Aviv Rosenberg,Alon Cohen,Yishay Mansour,Haim Kaplan",Near-optimal Regret Bounds for Stochastic Shortest Path,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Aviv Rosenberg,Alon Cohen,Yishay Mansour,Haim Kaplan",Near-optimal Regret Bounds for Stochastic Shortest Path,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Ronen Basri,Meirav Galun,Amnon Geifman,David Jacobs,Yoni Kasten,Shira Kritchman",Frequency Bias in Neural Networks for Input of Non-Uniform Density,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Ronen Basri,Meirav Galun,Amnon Geifman,David Jacobs,Yoni Kasten,Shira Kritchman",Frequency Bias in Neural Networks for Input of Non-Uniform Density,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Paul Rolland,Armin Eftekhari,Ali Kavis,Volkan Cevher",Double-Loop Unadjusted Langevin Algorithm,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Paul Rolland,Armin Eftekhari,Ali Kavis,Volkan Cevher",Double-Loop Unadjusted Langevin Algorithm,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Maria-Luiza Vladarean,Ahmet Alacaoglu,Ya-Ping Hsieh,Volkan Cevher",Conditional gradient methods for stochastically constrained convex minimization,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Maria-Luiza Vladarean,Ahmet Alacaoglu,Ya-Ping Hsieh,Volkan Cevher",Conditional gradient methods for stochastically constrained convex minimization,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Celestine Mendler-Dünner,Aurelien Lucchi",Randomized Block-Diagonal Preconditioning for Parallel Learning,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Celestine Mendler-Dünner,Aurelien Lucchi",Randomized Block-Diagonal Preconditioning for Parallel Learning,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Vaishaal Shankar,Alex Fang,Wenshuo Guo,Sara Fridovich-Keil,Jonathan Ragan-Kelley,Ludwig Schmidt,Benjamin Recht",Neural Kernels Without Tangents,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Vaishaal Shankar,Alex Fang,Wenshuo Guo,Sara Fridovich-Keil,Jonathan Ragan-Kelley,Ludwig Schmidt,Benjamin Recht",Neural Kernels Without Tangents,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Alexander Shevchenko,Marco Mondelli",Landscape Connectivity and Dropout Stability of SGD Solutions for Over-parameterized Neural Networks,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Alexander Shevchenko,Marco Mondelli",Landscape Connectivity and Dropout Stability of SGD Solutions for Over-parameterized Neural Networks,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Jingqing Zhang,Yao Zhao,Mohammad Saleh,Peter J. Liu",PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Jingqing Zhang,Yao Zhao,Mohammad Saleh,Peter J. Liu",PEGASUS: Pre-training with Extracted Gap-sentences for Abstractive Summarization,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Amélie Héliou,Panayotis Mertikopoulos,Zhengyuan Zhou",Gradient-free Online Learning in Continuous Games with Delayed Rewards,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Amélie Héliou,Panayotis Mertikopoulos,Zhengyuan Zhou",Gradient-free Online Learning in Continuous Games with Delayed Rewards,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Liudmila Prokhorenkova,Aleksandr Shekhovtsov",Graph-based Nearest Neighbor Search: From Practice to Theory,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Liudmila Prokhorenkova,Aleksandr Shekhovtsov",Graph-based Nearest Neighbor Search: From Practice to Theory,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Anton Zhiyanov,Alexey Drutsa",Bisection-Based Pricing for Repeated Contextual Auctions against Strategic Buyer,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Anton Zhiyanov,Alexey Drutsa",Bisection-Based Pricing for Repeated Contextual Auctions against Strategic Buyer,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Yoel Drori,Ohad Shamir",The Complexity of Finding Stationary Points with Stochastic Gradient Descent,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Yoel Drori,Ohad Shamir",The Complexity of Finding Stationary Points with Stochastic Gradient Descent,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Aditya Kusupati,Vivek Ramanujan,Raghav Somani,Mitchell Wortsman,Prateek Jain,Sham Kakade,Ali Farhadi",Soft Threshold Weight Reparameterization for Learnable Sparsity,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Aditya Kusupati,Vivek Ramanujan,Raghav Somani,Mitchell Wortsman,Prateek Jain,Sham Kakade,Ali Farhadi",Soft Threshold Weight Reparameterization for Learnable Sparsity,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Samy Jelassi,Carles Domingo-Enrich,Damien Scieur,Arthur Mensch,Joan Bruna",Extra-gradient with player sampling for faster convergence in n-player games,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Samy Jelassi,Carles Domingo-Enrich,Damien Scieur,Arthur Mensch,Joan Bruna",Extra-gradient with player sampling for faster convergence in n-player games,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Karsten Roth,Timo Milbich,Samrath Sinha,Prateek Gupta,Bjorn Ommer,Joseph Paul Cohen",Revisiting Training Strategies and Generalization Performance in Deep Metric Learning,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Karsten Roth,Timo Milbich,Samrath Sinha,Prateek Gupta,Bjorn Ommer,Joseph Paul Cohen",Revisiting Training Strategies and Generalization Performance in Deep Metric Learning,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Tim G. J. Rudner,Dino Sejdinovic,Yarin Gal",Inter-domain Deep Gaussian Processes with RKHS Fourier Features,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Tim G. J. Rudner,Dino Sejdinovic,Yarin Gal",Inter-domain Deep Gaussian Processes with RKHS Fourier Features,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Tuan-Binh Nguyen,Jerome-Alexis Chevalier,Thirion Bertrand,Sylvain Arlot",Aggregation of Multiple Knockoffs,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Tuan-Binh Nguyen,Jerome-Alexis Chevalier,Thirion Bertrand,Sylvain Arlot",Aggregation of Multiple Knockoffs,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Nutan Chen,Alexej Klushyn,Francesco Ferroni,Justin Bayer,Patrick van der Smagt",Learning Flat Latent Manifolds with VAEs,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Nutan Chen,Alexej Klushyn,Francesco Ferroni,Justin Bayer,Patrick van der Smagt",Learning Flat Latent Manifolds with VAEs,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Prabhu Teja Sivaprasad,Florian Mai,Thijs Vogels,Martin Jaggi,Francois Fleuret",Optimizer Benchmarking Needs to Account for Hyperparameter Tuning,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Prabhu Teja Sivaprasad,Florian Mai,Thijs Vogels,Martin Jaggi,Francois Fleuret",Optimizer Benchmarking Needs to Account for Hyperparameter Tuning,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Lorenzo Croissant,Marc Abeille,Clément Calauzènes",Real-Time Optimisation for Online Learning in Auctions,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Lorenzo Croissant,Marc Abeille,Clément Calauzènes",Real-Time Optimisation for Online Learning in Auctions,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Sheng Shen,Zhewei Yao,Amir Gholaminejad,Michael Mahoney,Kurt Keutzer",PowerNorm: Rethinking Batch Normalization in Transformers,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Sheng Shen,Zhewei Yao,Amir Gholaminejad,Michael Mahoney,Kurt Keutzer",PowerNorm: Rethinking Batch Normalization in Transformers,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Jakub Swiatkowski,Kevin Roth ·
 Bastiaan Veeling,Linh Tran,Joshua V Dillon,Jasper Snoek,Stephan
 Mandt,Tim Salimans,Rodolphe Jenatton,Sebastian Nowozin",The k-tied Normal Distribution: A Compact Parameterization of Gaussian Mean Field Posteriors in Bayesian Neural Networks,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Jakub Swiatkowski,Kevin Roth ·
 Bastiaan Veeling,Linh Tran,Joshua V Dillon,Jasper Snoek,Stephan
 Mandt,Tim Salimans,Rodolphe Jenatton,Sebastian Nowozin",The k-tied Normal Distribution: A Compact Parameterization of Gaussian Mean Field Posteriors in Bayesian Neural Networks,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Martin Wistuba,Tejaswini Pedapati",Learning to Rank Learning Curves,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Martin Wistuba,Tejaswini Pedapati",Learning to Rank Learning Curves,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Ahmet Alacaoglu,Olivier Fercoq,Volkan Cevher",Random extrapolation for primal-dual coordinate descent,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Ahmet Alacaoglu,Olivier Fercoq,Volkan Cevher",Random extrapolation for primal-dual coordinate descent,Fri Jul 17 09:00 AM -- 09:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,09:00 AM,09:45 AM
"Henry Reeve,Ata Kaban",Optimistic bounds for multi-output learning,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Henry Reeve,Ata Kaban",Optimistic bounds for multi-output learning,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Aristotelis Chrysakis,Marie-Francine Moens",Online Continual Learning from Imbalanced Data,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Aristotelis Chrysakis,Marie-Francine Moens",Online Continual Learning from Imbalanced Data,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
"Christoph Hofer,Florian Graf,Marc Niethammer,Roland Kwitt",Topologically Densified Distributions,Thu Jul 16 09:00 PM -- 09:45 PM,Poster,Thu,Jul 16,Jul 16,09:00 PM,09:45 PM
"Christoph Hofer,Florian Graf,Marc Niethammer,Roland Kwitt",Topologically Densified Distributions,Fri Jul 17 08:00 AM -- 08:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,08:00 AM,08:45 AM
,coffee Break,Thu Jul 16 09:45 PM -- 10:00 PM (CEST) ,Break,Thu,Jul 16,Jul 16,09:45 PM,10:00 PM
"Ferdinando Cicalese,Francisco Sergio de Freitas Filho,Eduardo Laber,Marco Molinaro",Teaching with Limited Information on the Learner's Behaviour,Thu Jul 16 10:00 PM -- 10:45 PM,Poster,Thu,Jul 16,Jul 16,10:00 PM,10:45 PM
"Ferdinando Cicalese,Francisco Sergio de Freitas Filho,Eduardo Laber,Marco Molinaro",Teaching with Limited Information on the Learner's Behaviour,Fri Jul 17 11:00 AM -- 11:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,11:00 AM,11:45 AM
"Jean-Yves Franceschi,Edouard Delasalles,Mickael Chen,Sylvain Lamprier,Patrick Gallinari",Stochastic Latent Residual Video Prediction,Thu Jul 16 10:00 PM -- 10:45 PM,Poster,Thu,Jul 16,Jul 16,10:00 PM,10:45 PM
"Jean-Yves Franceschi,Edouard Delasalles,Mickael Chen,Sylvain Lamprier,Patrick Gallinari",Stochastic Latent Residual Video Prediction,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Filip Hanzely,Nikita Doikov,Yurii Nesterov,Peter Richtarik",Stochastic Subspace Cubic Newton Method,Thu Jul 16 10:00 PM -- 10:45 PM,Poster,Thu,Jul 16,Jul 16,10:00 PM,10:45 PM
"Filip Hanzely,Nikita Doikov,Yurii Nesterov,Peter Richtarik",Stochastic Subspace Cubic Newton Method,Fri Jul 17 10:00 AM -- 10:45 AM (CEST) ,Poster,Fri,Jul 17,Jul 17,10:00 AM,10:45 AM
"Daniel Greenfeld,Uri Shalit",Robust learning with the Hilbert-Schmidt independence criterion,Thu Jul 16 10:00 PM -- 10:45 PM,Poster,Thu,Jul 16,Jul 16,10:00 PM,10:45 PM
